POS;VNP;predikativní;vztažné;délka
N-Z-J-T-R-N-Z-J-P-V;0;1;0;10
N-Z-P-D-V-P-Z-J-P-D-V-V;0;1;0;12
N-R-N-N-Z-T-Z-C-B-Z-C-A-N-Z-R-P-A-N-B-Z-V-Z-J-R-N-D-A-J-A-N-V-A-N-Z-Z-Z-V-P-N-Z-P-V-A-N-V-N-N-Z-B-Z-Z-C-B-Z-C-A-N-Z-R-P-V-A-N-N-N-Z-D-P-Z-P-V-N-A-R-N-A-N-Z-V-N-P-R-A-N-Z-B-Z-R-N-Z-P-P-N-A-N-R-A-N-V-Z;0;1;0;100
N-R-N-Z-N-Z-N-J-A-A-N-P-V;0;1;0;13
N-N-D-Z-J-P-R-N-V;0;1;0;9
N-J-V-D-R-C-N-Z-V-V-P-V;0;1;0;12
N-V-Z-V;1;8;0;4
N-Z-V-J-V-Z-T-V-A-Z-V-Z-A-Z-Z-A-Z-J-Z-A-Z-Z-A-Z-N-Z-V-Z-D-P-C-N-R-P-V;0;1;0;35
N-R-N-Z-A-N-J-N-N-R-D-A-N-Z-J-V-P-N-V-Z-J-P-N-D-V;0;1;0;25
N-D-N-Z-J-J-N-Z-P-P-V;0;1;0;11
N-R-N-B-Z-P-P-R-P-N-V;0;1;0;11
N-Z-V-P-N-R-P-N-Z-V;0;1;0;10
N-J-N-N-J-N-Z-J-P-V-V;0;1;0;11
N-R-N-R-N-V;5;1;0;6
N-N-Z-P-D-V-Z-P-V-V-Z-N-V-J-V;0;1;0;15
N-J-N-V-R-N-V-D-P-Z-D-P-R-P-V;0;1;0;15
N-Z-J-P-V-J-V;0;2;0;7
N-R-P-N-Z-J-V-P-N-A-N-V;0;1;0;12
N-N-T-J-T-P-Z-D-P-V;0;1;0;10
N-T-D-Z-J-P-R-N-Z-R-P-N-J-N-T-V-Z-V;0;2;0;18
N-P-C-Z-P-V-V;0;1;0;7
N-N-Z-R-P-N-A-A-N-R-N-A-N-N-Z-V;0;1;0;16
N-J-V-P-J-P-N-Z-Z-V-N-N-N-N-N-N-N-Z-P-D-V;0;1;0;21
N-R-N-P-V-A-N-J-A-N-P-J-A-T-V;0;1;0;15
N-Z-J-V-P-V;0;22;0;6
N-N-Z-P-V;0;3;2;5
N-N-V-C-N-A-Z-N-R-N-R-N-V;0;1;0;13
N-J-R-P-P-P-N-V;0;1;0;8
N-Z-J-D-P-V-Z-J-P-R-P-N-V;0;1;0;13
N-Z-J-R-A-N-P-V;0;4;0;8
N-J-V-Z-J-V-A-N-V-J-V-P-V;0;1;0;13
N-R-N-Z-J-J-P-N-V-V;0;1;0;10
N-V-V-V-Z-J-V-N-R-N-V-Z-J-T-V-Z-D-P-V-C-A-N-R-B-Z-B-Z-J-N-N-V-D-R-N-A-N-Z-P-P-T-V-D-Z-D-P-V;0;1;0;46
N-N-Z-J-P-V-V;0;1;0;7
N-R-A-N-Z-P-P-V;0;2;0;8
N-N-Z-V-V-N-N-J-N-P-V;0;1;0;11
N-Z-P-P-N-R-A-N-V;0;0;2;9
N-N-N-J-N-V-Z-J-P-D-R-N-V-V;0;1;0;14
N-J-D-V-V-V-R-N-N-R-P-N-J-J-N-Z-J-P-V;0;1;0;19
N-N-Z-P-P-V;0;5;0;6
N-N-Z-V-V-P-P-D-V-J-R-P-P-V;0;1;0;14
N-J-P-N-P-V;0;1;0;6
N-Z-J-V-Z-D-P-V;0;2;0;8
N-R-N-R-P-V;1;0;0;6
V-D-Z-J-V-A-N;0;5;0;7
V-P-J-A-A-N-Z-P-Z-R-P-D-V-N;0;1;0;14
V-R-A-A-N-A-N;1;1;0;7
V-N-Z-P-V-V-N-J-N;0;1;0;9
V-J-V-Z-J-P-P-N;0;1;0;8
V-R-N-R-D-C-Z-A-N;1;0;0;9
V-R-A-X-A-N;1;0;0;6
V-D-Z-T-V-V-R-A-N-D-N-C-N-D-Z-D-V-P-C-V-N;0;2;0;21
V-D-D-J-D-J-V-V-D-N-Z-P-P-V-V-J-D-R-A-N-C-R-A-N-Z-R-P-N;0;1;0;28
V-P-N-J-N;6;0;0;5
V-R-N-N-P-N;4;0;0;6
V-Z-J-R-P-V-A-N;0;1;0;8
V-N-Z-P-V-V-N;0;5;0;7
V-D-Z-J-D-V-R-P-V-N;0;1;0;10
V-P-D-D-Z-J-Z-R-R-N-Z-V-N;0;1;0;13
V-J-D-N;3;0;0;4
V-D-Z-D-P-V-Z-D-V-N;0;2;0;10
V-N-P-N;4;0;0;4
V-Z-J-P-V-V-N-Z-N-V-A-N;0;1;0;12
V-J-N-Z-V-V-P-V-J-V-P-R-N-A-N;0;1;0;15
V-D-D-Z-J-P-N-J-N-V-D-A-N-Z-J-D-N;0;1;0;17
V-P-D-J-V-Z-P-V-A-Z-V-R-A-N-P-Z-P-V-N-A-Z-J-A-N-V-N;0;1;0;26
V-R-P-N-A-J-A-N;1;0;0;8
V-R-P-N-Z-V-N-N-Z-A-N;0;1;0;11
V-Z-J-P-T-D-D-J-D-Z-V-D-J-V-P-N-Z-N-D-V-N;0;1;0;21
V-J-V-D-Z-J-V-N-P-N-J-V-N;0;1;0;13
V-A-Z-J-V-P-D-Z-A-N;1;0;0;10
V-J-V-P-N-D-Z-J-D-V-V-R-N-N;0;1;0;14
V-D-J-P-N-V-P-N;0;1;0;8
V-D-D-J-V-N;0;4;0;6
V-D-D-J-D-Z-A-N-Z-N-Z-N-Z-N-B-Z-Z-Z-J-R-N-P-N-N-V-R-N-N-Z-A-N-Z-Z-P-V-N;0;1;0;36
V-P-D-D-Z-J-V-N;0;1;0;8
V-N-J-P-P-V-N;0;1;0;7
V-R-A-N-Z-P-P-D-V-N;0;1;0;10
V-J-N-Z-P-V-V-Z-Z-V-N-R-A-N-R-N-N-R-N-N-Z-J-P-N-N-V-D-Z-J-V-R-N;0;1;0;32
V-D-J-D-Z-V-V-N-Z-J-V-R-P-N-V-N;0;1;0;16
V-D-Z-J-V-V-V-A-A-N-Z-J-V-N;0;1;0;14
V-P-D-J-V-N;0;10;0;6
V-A-A-N-Z-P-V-N;0;2;0;8
V-R-N-A-N-Z-A-N;1;0;0;8
V-R-P-D-Z-D-P-V-N-J-N;0;1;0;11
V-J-R-P-N-D-N;1;0;0;7
V-P-R-P-J-R-A-N-Z-V-P-J-V-P-V-P-N;0;1;0;17
V-R-P-A-N-J-N;6;0;0;7
V-N-J-N;86;0;0;4
V-D-R-N-A-N-N-Z-Z-V-N-Z-J-N-N-N-V-R-N;0;2;0;19
V-R-N-A-N-J-N-A-N-D-D-N;1;0;0;12
V-R-N-A-Z-A-A-N-N;0;1;0;9
V-D-A-Z-D-A-N;1;0;0;7
V-D-R-R-P-N-J-V-P-P-Z-P-V-V-V-N-J-N;0;1;0;18
V-P-D-D-Z-J-P-N-V-N;0;1;0;10
V-Z-V-V-P-N;0;1;0;6
V-N-Z-P-V-D-V-N;0;1;0;8
V-R-D-A-Z-A-N-N;1;0;0;8
V-P-J-N-Z-Z-V-R-P-Z-J-N-V-V-N;0;1;0;15
V-D-D-Z-J-V-N;0;7;0;7
V-D-D-J-P-V-R-P-T-N;0;1;0;10
V-Z-D-V-N;0;3;0;5
V-N-R-A-N-Z-P-V-N-D-A-R-A-N-B-Z-N-N-Z-P-V-D-A-N-B-Z-C-Z-J-J-V-P-X-D-V-A-A-N-Z-J-V-N-A-N-Z-N-N-Z-N-Z-A-N-B-Z-Z-N-V-A-J-A-J-R-A-B-N-Z-N-V-D-A-R-A-N-N-Z-A-N-A-N-V-R-P-N-Z-C-R-N;0;1;0;87
V-Z-J-V-N;0;21;0;5
V-R-N-R-P-N-A-N;4;0;0;8
V-P-D-V-R-A-N-P-Z-P-V-N-A-Z-J-A-N-V-N;0;1;0;19
V-Z-Z-P-Z-N-N-N-A-N-Z-V-N-N-J-A-N-N-Z-R-P-V-V-N;0;2;0;24
V-D-Z-V-P-V-N;0;1;0;7
V-R-P-N-D-N;1;0;0;6
V-R-N-N-A-J-A-N;1;0;0;8
V-N-N;18;0;0;3
V-N-Z-P-V-J-V-N;0;1;0;8
V-P-J-A-N-J-N-R-P-V-N;0;1;0;11
V-R-A-N-J-A-N-N;1;0;0;8
V-D-D-J-V-N-R-N-J-X-Z-F-J-A-A-N-N-Z-F-Z-P-P-P-N;0;1;0;24
V-N-Z-P-V-P-N;0;1;0;7
V-P-D-Z-Z-N-N;0;1;0;7
V-R-N-D-D-Z-J-V-V-N-P-N-Z-N-V-Z-J-A-V-R-P-V-R-A-N-A-N;0;1;0;27
V-D-Z-Z-D-V-A-N;0;1;0;8
V-J-P-V-P-Z-P-R-P-V-Z-N-Z-N;0;1;0;14
V-P-N-R-N-N;1;0;0;6
V-P-D-P-V-Z-V-D-A-Z-J-V-N;0;1;0;13
V-D-J-V-D-Z-J-R-P-V-N;0;1;0;11
V-J-N-Z-J-P-V-P-N;0;1;0;9
V-D-D-J-V-V-R-P-N-D-A-J-R-P-Z-P-V-V-N;0;1;0;19
V-R-N-Z-A-Z-J-Z-A-Z-N;1;0;0;11
V-R-N-N-D-Z-V-R-P-N;0;1;0;10
V-J-A-Z-A-N-Z-P-V-P-N-J-A-N;0;1;0;14
V-X-R-A-N-C-Z-N-A-N;1;0;0;10
V-Z-J-P-P-N;0;1;0;6
V-Z-J-R-P-T-V-A-N;0;1;0;9
V-J-A-N-J-V-P-T-D-R-Z-N-Z-Z-D-P-N-V-N;0;1;0;19
V-Z-P-A-V-P-A-N;0;1;0;8
V-D-Z-V-N-Z-T-V-N;0;1;0;9
V-P-R-P-J-A-R-A-Z-V-R-P-N;0;1;0;13
V-R-P-N-N;35;0;0;5
V-P-N-D-Z-J-N-Z-J-V-R-N-Z-N-J-N-Z-J-P-N-N-R-N-R-N;0;1;0;25
V-D-J-D-Z-J-D-N-N-V-R-A-A-N-N;0;1;0;15
V-Z-V-P-V-N-J-N;0;1;0;8
V-D-A-J-A-N;2;1;0;6
V-A-N-R-A-N-N;1;0;0;7
V-D-Z-J-P-V-N;0;13;0;7
V-D-D-Z-J-D-V-F-V-A-N;0;1;0;11
V-Z-J-R-N-V-D-N;0;1;0;8
V-Z-J-A-N-V-N;0;1;0;7
V-R-A-N-Z-J-T-R-N-R-N;0;1;0;11
V-D-D-D-J-V-A-N-Z-Z-V-P-N;0;1;0;13
V-N-R-N-C-N-D-A-N;1;0;0;9
V-N-Z-J-N-N;0;1;0;6
V-Z-V-V-P-D-N;0;1;0;7
V-N-Z-N;12;2;0;4
V-N-J-V-R-P-N;0;2;0;7
V-D-D-Z-D-V-N;0;2;0;7
V-R-P-N-P-N;11;0;0;6
V-P-D-J-T-P-N;0;1;0;7
V-N-T-N;1;0;0;4
V-R-P-A-N-Z-V-D-D-N-J-V-N;0;1;0;13
V-J-N;24;3;0;3
V-R-A-N-D-Z-J-V-P-R-N-Z-D-V-V-Z-V-N;0;1;0;18
V-Z-J-V-V-V-R-N-N-J-N-N-J-N-Z-V-N-N;0;1;0;18
V-Z-V-A-N;0;6;0;5
V-P-D-Z-T-D-P-N-V-Z-T-D-V-N;0;1;0;14
V-D-Z-J-P-N;0;9;0;6
V-D-Z-J-N;0;3;0;5
V-D-D-Z-J-V-P-N;0;1;0;8
V-D-D-Z-D-V-D-V-R-N;0;1;0;10
V-V-R-P-P-N;2;0;0;6
V-R-N-J-V-N;0;1;0;6
V-J-V-P-N-J-N-R-N-R-C-A-Z-V-Z-J-R-N-A-A-N-V-A-N-Z-P-V-D-N-J-R-N-A-N-Z-D-P-N;0;1;0;38
V-R-N-N-J-N-A-A-N;1;0;0;9
V-N-R-N-A-N;7;0;0;6
V-V-P-D-Z-J-J-V-N-Z-V-V-R-P-N-N;0;1;0;16
V-D-J-V-P-Z-J-V-J-P-N;0;1;0;11
V-D-Z-V-A-V-N;0;1;0;7
V-C-N-Z-A-N-R-P-V-D-D-N;0;1;0;12
V-J-D-V-P-N;0;1;0;6
V-R-Z-N-R-N-Z-N;1;0;0;8
V-D-J-D-V-P-N-J-N-Z-J-V-D-V-N-V-P-N;0;1;0;18
V-R-N-P-N-N;1;0;0;6
V-P-D-Z-J-V-N;0;4;0;7
V-Z-J-J-P-N-V-P-Z-J-T-N-Z-P-P-P-D-V-J-T-P-P-V-N;0;1;0;24
V-R-N-Z-N-J-R-N-Z-J-J-V-N;0;2;0;13
V-J-A-N-Z-R-R-P-Z-J-V-P-D-A-N-A-N-Z-V-D-V-T-T-P-Z-N;0;1;0;26
V-R-P-A-N-Z-N;1;0;0;7
V-R-N-Z-D-V-N;0;1;0;7
V-D-D-Z-V-P-R-N-A-N-R-P-A-N-Z-Z-J-A-A-Z-A-N-N-D-R-A-A-N-P-D-V-P-N;0;1;0;33
V-N-Z-P-V-A-A-N-Z-N-Z-N-Z-Z-P-D-V-A-N;0;1;0;19
V-R-N-N-J-N-A-N;0;1;0;8
V-A-N-N;6;0;0;4
V-A-N-A-N;5;1;0;5
V-D-D-R-N-Z-D-N-V-Z-J-V-D-V-N-D-V-Z-J-P-R-N-Z-J-V-N;0;1;0;26
V-Z-J-P-V-N;0;7;0;6
V-P-D-J-D-P-V-N;0;3;0;8
V-R-N-A-N-Z-D-P-V-V-V-N;0;1;0;12
V-D-D-Z-J-J-D-V-N;0;1;0;9
V-R-D-C-N-A-N;1;0;0;7
V-R-P-A-N-J-A-N;3;0;0;8
V-P-D-Z-C-P-V-C-Z-V-R-P-D-N;0;1;0;14
V-P-R-C-D-J-V-P-C-D-A-N-J-N;0;1;0;14
V-V-D-R-P-N;1;0;0;6
V-D-Z-J-P-V-P-N;0;4;0;8
V-A-C-N-A-B-Z-J-V-D-N;0;1;0;11
V-R-N-Z-V-D-R-N-R-N-N-V-N-N-N-N-J-N-N-D-Z-J-A-N-N;0;1;0;25
V-D-J-A-N-V-N;0;1;0;7
V-P-R-C-N-D-D-Z-V-R-N-N;0;1;0;12
V-N-R-A-F-F-N;1;0;0;7
V-J-V-T-A-N;1;0;0;6
V-D-R-A-A-N-Z-D-P-N;0;1;0;10
V-T-D-Z-J-V-P-V-R-N-Z-N-V-P-J-D-V-P-N;0;1;0;19
V-N-Z-J-V-J-V-P-N-Z-T-N-A-R-N;0;1;0;15
V-J-A-J-D-A-N-A-N;0;1;0;9
V-D-D-J-P-P-V-R-N-V-N;0;1;0;11
V-D-Z-Z-V-R-A-N-N-A-N-B-N-N-Z-V-Z-J-N-P-N;0;1;0;21
V-J-R-N-J-N-Z-P-V-N;0;1;0;10
V-P-R-N-A-N-Z-R-P-A-N-V-J-A-J-A-N-Z-V-P-D-A-N-J-N;0;1;0;25
V-P-J-Z-N-N-Z-Z-J-D-P-V-R-A-N-A-N-Z-V-R-N-Z-J-D-Z-D-P-V-N;0;1;0;29
V-P-D-Z-A-N-R-P-V-N;0;1;0;10
V-D-D-Z-J-D-V-V-N-J-N-P-V-N;0;1;0;14
V-P-R-P-D-D-J-V-V-R-P-A-N;0;1;0;13
V-R-N-Z-N-V-P-J-D-V-P-N;0;1;0;12
V-Z-V-Z-Z-J-V-R-N-Z-V-R-P-V-N;0;1;0;15
V-D-Z-D-V-Z-J-R-N-D-V-N;0;1;0;12
V-D-J-D-D-Z-J-J-P-V-N-J-V-P-D-P-N;0;1;0;17
V-P-D-Z-V-D-D-J-V-N;0;1;0;10
N-Z-D-P-T-V;0;1;0;6
N-J-N-Z-V;0;4;0;5
N-Z-J-V-P-D-V;0;3;0;7
N-Z-J-V-P-R-N-V;0;5;0;8
N-R-P-Z-C-N-A-N-V-P-R-P-N-V;0;1;0;14
N-V-Z-D-J-V;0;1;0;6
N-R-P-Z-D-V-P-N-V;0;1;0;9
N-R-P-Z-J-N-J-A-N-P-D-D-V;0;1;0;13
N-Z-R-P-P-A-N-V;0;1;0;8
N-P-D-A-N-R-N-A-N-Z-J-V-Z-J-N-P-R-N-V;0;1;0;19
N-D-V-N-Z-V;0;1;0;6
N-Z-J-D-A-N-Z-J-V-N-Z-P-V-V;0;1;0;14
N-R-N-J-P-N-P-V-V;0;1;0;9
N-R-Z-N-Z-J-Z-N-Z-A-Z-A-J-A-N-Z-J-D-V-R-N-Z-J-P-A-N-A-R-A-N-V;0;1;0;31
N-Z-N-V-A-N-J-R-P-P-V-V;0;1;0;12
N-Z-D-V-P-R-N-N-V;0;1;0;9
N-N-J-A-N-A-N-Z-J-V;0;1;0;10
N-Z-J-V-P-R-P-D-P-V;0;3;0;10
N-Z-J-V-P-R-A-N-V-A-N-V;0;1;0;12
N-Z-P-R-P-R-N-V;0;0;3;8
N-Z-J-P-A-N-V;0;12;0;7
N-R-N-N-Z-P-V-D-R-A-N-V;0;1;0;12
N-Z-P-D-V-Z-V;0;1;0;7
N-Z-J-P-A-N-A-A-N-V;0;1;0;10
N-Z-J-P-N-V;0;45;0;6
N-J-V-D-P-A-J-D-V;0;1;0;9
N-Z-V-P-V-N-Z-P-V-Z-J-P-N-V;0;1;0;14
N-J-V-N-Z-P-D-V-R-N-C-Z-C-Z-R-A-Z-T-T-P-V-D-V;0;1;0;23
N-J-R-P-Z-J-A-Z-J-P-A-Z-N-P-V;0;1;0;15
N-Z-J-P-D-N-V-V;0;1;0;8
N-Z-J-J-P-P-R-P-V;0;1;0;9
N-V-Z-J-T-P-N-N-V;0;1;0;9
N-R-P-N-Z-V;0;3;0;6
N-Z-J-V-P-N-V-V;0;5;0;8
N-Z-J-D-P-P-V-V-P-A-N-Z-D-V-V;0;1;0;15
N-Z-P-P-A-N-N-V-Z-D-P-V-N-Z-D-P-V;0;1;0;17
N-Z-J-P-A-N-A-N-V;0;1;0;9
V-D-D-D-J-N-V-N;0;2;0;8
V-P-D-D-Z-J-P-V-P-N;0;1;0;10
V-D-P-N;4;0;0;4
V-P-D-D-Z-P-N-V-J-R-A-Z-J-J-V-P-P-N;0;1;0;18
V-J-R-A-N-Z-P-V-C-N-R-C-N-R-C-Z-D-P-V-N;0;1;0;20
V-R-N-D-D-Z-P-T-D-V-P-N;0;1;0;12
V-R-C-A-A-N-N-N-Z-J-R-A-A-N-V-R-P-P-N;0;1;0;19
V-P-D-D-Z-D-D-P-V-J-V-N;0;1;0;12
V-J-N-Z-J-V-V-P-P-T-A-N;0;1;0;12
V-R-A-N-Z-J-T-R-N-Z-N-R-N-Z-V-N;0;1;0;16
V-D-Z-A-Z-N-Z-V-N;0;1;0;9
V-D-J-N-J-N-D-T-P-D-V-R-A-A-N-Z-J-P-P-V-N-V-N;0;1;0;23
V-R-D-A-N-Z-J-V-P-V-A-N;0;1;0;12
V-V-N;14;1;0;3
V-A-N-J-V-P-R-P-P-A-N;0;1;0;11
V-R-A-N-P-N-R-A-N-J-A-N-Z-V-V-A-N;0;1;0;17
V-D-Z-R-A-N-J-N-P-N;0;1;0;10
V-R-A-N-R-N-Z-V-P-V-N;0;1;0;11
V-R-P-N-Z-V-N;0;1;0;7
V-Z-J-P-Z-J-V-N;0;1;0;8
V-V-D-N;2;0;0;4
V-D-Z-J-V-P-V-N;0;1;0;8
V-J-N-A-N-Z-N-P-N;0;1;0;9
V-R-N-J-V-P-N;0;4;0;7
V-R-P-N-R-N-R-B-Z-N-J-N-P-A-N;1;0;0;15
V-P-J-N-A-R-N-Z-D-J-A-A-N-A-R-N-Z-J-N-V-N;0;1;0;21
V-D-D-Z-V-V-J-D-Z-Z-V-R-N-A-N-P-J-N-V-A-N;0;1;0;21
V-J-N-J-N-Z-J-N-P-V-D-R-P-Z-J-J-R-N;0;1;0;18
V-J-N-Z-P-D-V-A-N-Z-N-Z-R-P-C-V-P-N;0;1;0;18
V-Z-D-J-V-P-N-R-P-A-N-J-N-V-A-N;0;1;0;16
V-D-J-D-Z-V-P-D-R-A-J-V-P-D-A-N;0;1;0;16
V-A-N-Z-T-V-P-N;0;1;0;8
V-D-Z-J-V-N-Z-N;0;1;0;8
N-P-V-N-J-P-V-P-V-N-V-R-P-Z-D-V-Z-P-V-N-Z-D-P-V;0;1;0;24
N-Z-J-J-R-P-V;0;1;0;7
N-R-N-Z-N-V-J-V-P-N-Z-Z-V;0;1;0;13
N-Z-P-A-N-V-V;0;0;1;7
N-Z-P-V-T-D-D-D-V-R-R-P-Z-J-N-Z-N-P-V;0;1;0;19
N-Z-P-T-R-P-V;0;0;2;7
N-J-N-V;15;3;0;4
N-Z-P-R-P-P-N-N-V;0;0;1;9
N-J-N-Z-P-R-P-V;0;1;9;8
N-Z-P-P-D-A-N-V-R-A-N-Z-P-V-R-A-N-J-R-A-N-Z-P-P-D-V-Z-J-N-Z-P-V-A-R-N-Z-R-P-V;0;1;0;39
N-A-P-Z-P-N-D-V;0;0;1;8
N-R-P-N-T-V;1;0;0;6
N-R-N-V-R-P-N-Z-P-R-N-V;0;1;0;12
N-J-N-Z-P-R-P-R-N-V;0;0;2;10
N-R-P-A-N-J-R-C-A-N-Z-J-R-P-N-D-V-Z-J-P-N-D-V-J-T-P-V;0;1;0;27
N-Z-J-V-V-V-Z-J-V-N-Z-J-P-N-V;0;1;0;15
N-R-A-N-Z-J-P-T-R-N-V-C-A-Z-N-Z-Z-P-P-V;0;1;0;20
N-Z-V-D-N-Z-N-J-N-P-A-N-Z-P-R-P-D-V;0;1;0;18
N-R-N-Z-P-R-P-V-D-D-A-J-A-Z-J-C-Z-J-R-P-Z-J-D-P-R-P-V-V;0;1;0;28
N-Z-J-J-P-R-P-R-C-N-V;0;1;0;11
N-D-Z-J-J-V-D-R-P-Z-J-D-P-V;0;1;0;14
N-Z-D-P-V-Z-D-P-V-J-V;0;1;0;11
N-J-A-N-D-Z-V;0;1;0;7
N-J-N-Z-P-A-N-V;0;0;2;8
N-Z-P-Z-J-A-R-N-Z-R-P-V;0;0;1;12
N-R-P-N-A-N-V;1;0;0;7
N-R-N-V-R-P-N-Z-P-V;0;1;0;10
N-J-V-P-V-J-V;0;1;0;7
N-R-N-T-N-N-V;1;0;0;7
N-Z-V-P-J-R-P-N-D-D-Z-J-V-N-Z-P-R-P-V;0;1;0;19
N-N-R-N-D-V-A-N-Z-N-R-N-Z-Z-Z-R-A-N-P-V;0;1;0;20
N-J-A-R-R-P-N-Z-Z-J-J-P-V-V;0;1;0;14
N-P-N-Z-V-P-V;0;1;0;7
N-R-N-J-N-R-P-V-V;0;1;0;9
N-R-N-Z-J-J-V;0;1;0;7
N-J-N-R-N-R-N-V;1;0;0;8
N-Z-P-D-R-P-V;0;0;1;7
N-R-N-R-P-V-P-N-Z-P-R-A-N-N-V;0;1;0;15
N-J-N-Z-P-A-N-Z-P-R-N-P-N-Z-R-A-N-P-N-R-N-V;0;1;0;22
N-P-N-V-Z-R-N-P-V;0;1;0;9
N-J-N-Z-P-A-N-Z-P-R-N-P-N-Z-R-A-N-P-N-R-N-V-J-D-V;0;1;0;25
N-Z-R-P-V-N-Z-N-J-N-Z-V-R-A-N-A-N-J-V;0;1;0;19
N-N-R-C-N-Z-N-R-A-A-N-V-R-N-N-Z-J-J-R-N-P-V;0;1;0;22
N-R-N-Z-N-J-T-N-V;1;0;0;9
N-J-N-J-V-Z-D-P-R-P-V;0;1;0;11
N-Z-P-V-R-P-V;0;0;4;7
N-A-N-Z-P-P-D-V-J-N-Z-V;1;0;0;12
N-N-Z-P-R-N-D-V;0;1;0;8
N-R-N-N-Z-P-V-V-Z-J-P-R-P-D-V;0;1;0;15
N-R-N-Z-J-P-P-R-P-N-N-N-V-Z-J-P-R-P-D-V;0;1;0;20
N-Z-J-D-V-P-R-P-V-Z-D-P-V-R-A-N-Z-V-V-J-A-Z-V-V-J-A-Z-V;0;1;0;28
N-D-Z-V-P-A-V-V-R-N-N-J-D-Z-D-D-P-R-N-N-V;0;1;0;21
N-Z-J-A-N-P-R-N-V;0;1;0;9
N-Z-A-P-V-J-V-N-Z-J-J-P-D-V-V-P-Z-V-P-P-V;0;1;0;21
N-Z-V-P-V-J-V;0;1;0;7
N-Z-P-N-N-V;0;0;6;6
N-J-N-R-N-V-A-D-N-A-N-Z-J-D-N-Z-P-V;0;1;0;18
N-T-R-N-N-Z-J-P-P-N-V;0;1;0;11
N-R-N-Z-V-P-R-A-N-V;0;1;0;10
N-Z-J-V-P-V-R-P-Z-D-D-P-P-N-V;0;1;0;15
N-J-N-R-N-V;2;0;0;6
N-R-N-J-R-N-Z-R-P-P-A-N-D-V;0;1;0;14
N-R-N-Z-P-R-P-V;0;0;1;8
N-J-R-P-Z-P-V;0;0;1;7
N-R-B-T-V;1;0;0;5
N-V-D-J-V;0;1;0;5
N-R-A-N-J-N-Z-R-N-B-Z-X-Z-P-V-J-N-D-D-V-J-P-P-V-Z-Z-V-P-Z-J-P-P-N-V-R-P-D-Z-J-P-P-D-V;0;1;0;43
N-Z-T-J-A-N-Z-P-V-V-Z-V-D-Z-R-N-P-V-N-Z-P-R-P-V;0;1;0;24
N-N-Z-P-P-V-N-Z-V;0;1;0;9
N-J-N-R-A-N-V;1;0;0;7
N-Z-P-R-P-J-R-A-D-V;0;0;1;10
N-Z-J-V-N-Z-J-J-P-R-P-V;0;1;0;12
N-Z-J-V-V-P-R-P-V;0;1;0;9
N-J-P-A-N-R-P-N-Z-D-P-J-V;0;1;0;13
N-T-P-N-V-Z-Z-V;0;1;0;8
N-R-N-J-P-A-V;1;0;0;7
N-J-N-T-V;1;0;0;5
N-R-N-J-N-V;3;2;0;6
N-R-N-Z-J-P-Z-D-P-V;0;1;0;10
N-J-V-R-N-Z-J-P-V;0;1;0;9
N-Z-R-P-N-T-V;0;0;1;7
N-V-V-P-Z-J-P-V-V;0;1;0;9
N-Z-A-N-I-Z-N-N-Z-Z-N-P-D-V;0;1;0;14
N-V-Z-D-V-P-R-P-V-N-Z-V;0;1;0;12
N-R-N-Z-P-N-X-V-Z-V;1;0;0;10
N-Z-J-J-V-N-N-Z-J-P-V-R-N-Z-D-P-V-V;0;1;0;18
N-J-V-N-D-Z-J-P-R-P-V-V;0;1;0;12
N-R-A-N-J-N-Z-R-N-B-Z-X-Z-P-V-J-N-D-D-V-J-P-P-V-Z-Z-V-P-Z-J-P-P-N-V;0;1;0;34
N-R-N-A-N-V;3;0;0;6
N-Z-R-P-N-N-R-N-N-V-Z-V-R-P-Z-D-P-V-J-V;0;1;0;20
N-J-N-Z-J-P-D-T-V;0;1;0;9
N-J-N-Z-J-P-R-P-V;0;1;0;9
N-R-N-V-N-R-N-Z-P-V;0;1;0;10
N-Z-P-N-R-A-N-V;0;0;1;8
N-R-D-A-N-R-N-J-T-V;1;0;0;10
N-Z-P-P-P-V-J-P-N-P-V-J-R-P-P-D-V-V;0;1;0;18
N-J-N-Z-P-R-N-V;0;0;3;8
N-J-N-J-V-N-Z-D-P-V;0;1;0;10
N-R-N-Z-N-V-J-V-P-N-Z-Z-V-P-D-Z-D-V-Z-J-P-V;0;1;0;22
N-D-A-N-V-J-V-Z-D-V-D-Z-D-P-V-V;0;1;0;16
N-R-N-V-R-N-Z-P-R-A-N-R-N-N-V-A-N-Z-D-V;0;1;0;20
N-J-N-Z-V-V-A-P-Z-P-V-A-R-P-V-Z-J-V-P-V-Z-J-J-P-R-P-D-V;0;1;0;28
N-R-N-Z-V;0;15;0;5
N-J-A-N-J-D-D-Z-Z-V-P-R-P-D-R-P-Z-D-V-N-Z-Z-P-V-V;0;1;0;25
N-J-N-Z-J-V-P-P-Z-V-Z-V-P-Z-J-P-R-P-D-V;0;1;0;20
N-D-Z-P-T-D-V-R-N-A-N-A-N-Z-J-D-V-R-A-N-Z-A-T-R-N-B-Z-Z-N-Z-J-N-Z-J-P-Z-P-P-J-R-P-Z-V-Z-D-Z-R-A-N-Z-P-P-V;0;1;0;53
N-J-N-R-P-V;2;2;0;6
N-Z-R-A-N-V;1;1;0;6
N-R-P-V-Z-J-D-Z-D-V-J-V-Z-J-V-P-P-N-V-V;0;1;0;20
