podstatné jmeno;typ;anotovano;left;kwic;right;kwic pos;kwic pos2;kwic pos2 full;kwic length
cit;N-V;1;Budeme , ujistil ho Šebestián , už teď hluboko v srdci něžný ;cit chovám ;pro desi . ;N-V;N-V;NN-VB;2
cit;N-V;1;A také ji mrzelo , že si Karel nevšiml , jak hluboké ;city k němu chová ;. ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;1;Komisař Rourke přikývl , aby dal najevo , že žádné nepřátelské ;city nechová ;. ;N-V;N-V;NN-VB;2
cit;N-V;3;Šu - jü věřila , že Lin teď projevil své pravé ;city , jež k ní chová ;, protože si myslela , že když je člověk opilý , mluví pravdu . ;N-Z-P-R-P-V;N-Z:-PJ-RR-P5-V;NN-Z:-PJ-RR-P5-VB;6
cit;N-V;3;Vkládal do svého hlasu veškerý ;cit , který k ní choval ;. ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-Vp;6
cit;N-V;3;Je mladá , křehká , a já jsem se jí neodvážil jakkoli vyznat svou lásku , dala mi však ve své dobrotě dostatečně najevo , že sdílí ;cit , který k ní chovám ;, a věřím , že její rodina by nebyla proti mé nabídce . ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
cit;N-V;1;„ Děkuji , že krásné město Praha k nám takové ;city chová ;, “ pozdravil Pražany . ;N-V;N-V;NN-VB;2
cit;N-V;3;Překvapil ji zejména fakt , že ;city , jež chovala ;ke Geraldu Hadleighovi ( vždycky mu tak teď říkala , celým jménem i příjmením , když na něj pomyslela ) , prošly tak rychlou proměnou . ;N-Z-P-V;N-Z:-PJ-V;NN-Z:-PJ-Vp;4
cit;N-V;1;Zvláštní ;city ale chovám ;k ženám , a je to rasa , kterou znám líp než Němce . ;N-J-V;N-J^-V;NN-J^-VB;3
cit;N-V;1;A žádné ;city k němu nechovám ;... ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;3;Ani naslouchající obecenstvo ostatně nemyslí na cval koňského spřežení , na ujíždějící kočár , ale nechává ty zvuky dopadat jako vodotrysk cizích citů na ;city , které chová ;v srdci . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;1;Uštěpačný tón , jakým tuto informaci Melanie pronesla , nenechal Claudii na pochybách , jaké ;city chová ;k přítelkyni , která dorazila jako první . ;N-V;N-V;NN-VB;2
cit;N-V;1;Celá naše rodina dobře ví , jaké ;city k tobě chovám ;a připadá jim hrozně zábavné , jak ze sebe dokážu udělat naprostého pitomce , když jsi u toho ty . “ ;N-R-P-V;N-RR-PP-V;NN-RR-PP-VB;4
cit;N-V;1;Jaké ;city vůči nám chováte ;"- vůči nám ubohým stínům ? "" ";N-R-P-V;N-RR-PP-V;NN-RR-PP-VB;4
cit;N-V;1;Na něm nejmocnější muž světa opět dokázal , jak hluboké ;city chová ;ke své manželce Michelle . ;N-V;N-V;NN-VB;2
cit;N-V;3;Jan Holek je tak trochu Cyranem hudební branže : jeho písně vyjadřují ;city , které chovají ;jiní lidé ke svým blízkým ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;3;Jakmile zjistí , že má něco společného s Whitworthovými , udusí v sobě jakýkoli ;cit , který k ní snad chová ;, stejně jako udusil veškeré city , jež choval ke své matce . ;N-Z-P-R-P-T-V;N-Z:-P4-RR-P5-TT-V;NN-Z:-P4-RR-P5-TT-VB;7
cit;N-V;1;A já k němu venkoncem žádný vřelý ;city nechovám ;. ;N-V;N-V;NN-VB;2
cit;N-V;1;Obdivoval se jí , jako se člověk obdivuje například soše či malbě z dílny mistra , ovšem lidské ;city k ní v danou chvíli nechoval ;. ;N-R-P-R-A-N-V;N-RR-P5-RR-AA-NN-V;NN-RR-P5-RR-AA-NN-Vp;7
cit;N-V;1;Není třeba připomínat , jaké ;city chovají ;k této přátelské zemi ještě Řekové , Srbové či Rumuni , je však třeba přiznat , že dosud žádný historik neoznačil Turecko za evropskou zemi . ;N-V;N-V;NN-VB;2
cit;N-V;1;Strhující ;cit k němu navíc chová ;dcera ředitele divadla Provazochodce jménem Nathalie . ;N-R-P-D-V;N-RR-P5-Db-V;NN-RR-P5-Db-VB;5
cit;N-V;3;Po více než roce každodenních návštěv se Anna O . začala chovat , jako kdyby byl Breuer její otec , dávala mu najevo ;city , které chovala ;ke skutečnému otci . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;Jaké ;city choval ;ke svým modelkám , jejichž linie vždy směřovaly do nenápadného klína a lákaly Františka ? ;N-V;N-V;NN-Vp;2
cit;N-V;1;Stát mám rád , ale někdy mě přepadají pochybnosti - jaké ;city vlastně chová ;on ke mně ? ;N-T-V;N-TT-V;NN-TT-VB;3
cit;N-V;3;Zřejmě nejčastěji se lidé s ostatními podělili o ;city , které chovají ;k partnerům a přátelům . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;1;Muž se vám svěřil , jaké ;city k ní choval ;? ;N-R-P-V;N-RR-P5-V;NN-RR-P5-Vp;4
cit;N-V;3;Všiml jsem si , že se jí zamžily oči , ale v té chvíli jsem nebyl schopný rozluštit složité ;city , které chovala ;ke svému zemřelému exmanželovi . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;""" Je mi známo , jaké ";city k vám chová ;moje dcera . ;N-R-P-V;N-RR-PP-V;NN-RR-PP-VB;4
cit;N-V;3;„ Casper Jennifer vysvětlil , že tak nádherný prsten , který by vyjádřil ;cit , který k ní chová ;, si nemůže dovolit . ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
cit;N-V;1;Dnes je mi jasné , že můj manžel ke mně nikdy žádné vřelé ;city lásky nechoval ;. ;N-N-V;N-NN-V;NN-NN-Vp;3
cit;N-V;1;Neměl ani chuť zastírat , jaké ;city chová ;k jejich matce . ;N-V;N-V;NN-VB;2
cit;N-V;3;Došlo mu , že zradil ;city , jež k němu Jane chovala ;. ;N-Z-P-R-P-N-V;N-Z:-PJ-RR-P5-NN-V;NN-Z:-PJ-RR-P5-NN-Vp;7
cit;N-V;3;Spíš cítil než viděl ;city , které Nala k Rufusovi chová ;. ;N-Z-P-N-R-N-V;N-Z:-P4-NN-RR-NN-V;NN-Z:-P4-NN-RR-NN-VB;7
cit;N-V;1;""" Můžete mi prozradit , jaké ";city chováte ;"vy vůči ní ? "" ";N-V;N-V;NN-VB;2
cit;N-V;3;Ta klade mé vlastní ;city , jež vůči tobě chovám ;, na místo druhé , abys ty žil svobodně a bezúhonně , daleko od sprostoty a pomluv lidí . ;N-Z-P-R-P-V;N-Z:-PJ-RR-PP-V;NN-Z:-PJ-RR-PP-VB;6
cit;N-V;1;Skutečné ;city ale chová ;jen k jednomu . ;N-J-V;N-J^-V;NN-J^-VB;3
cit;N-V;1;Vzhledem k tomu , jaké ;city k němu chová ;, by jeho smrt byla horší než jeho návrat do Španělska . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;3;Jedině tak může patřičně vyjádřit ten obrovský a vznešený ;cit , který k ní chová ;. ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
cit;N-V;3;Zůstaneme - li naše vědomí na úrovni tří spodních čaker , budeme neustále hledat bezpečí , rozkoš a moc - ;city , které chováme ;vůči ostatním lidem budou vycházet z této perspektivy . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;3;Pochopil dívčin zmatek i ;city , které chovala ;k mladému Kuninovi , a neviděl v tom nic nepatřičného . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;"Po krátkém odmlčení Man - na zvedla hlavu a vyzývavě se Lina zeptala , "" Jaké ";city ke mně vlastně chováš ;"? "" ";N-R-P-T-V;N-RV-PP-TT-V;NN-RV-PP-TT-VB;5
cit;N-V;1;Francouzská státní banka Crédit Lyonnais vůči Hersantovu koncernu žádné ;city nechová ;a nedávno rozhodla , že už mu nepůjčí ani sou . ;N-V;N-V;NN-VB;2
cit;N-V;1;Netuší , že oba se znají , kdysi už se milovali a pořád k sobě ;city chovají ;- ale protože jsou i pěkně tvrdohlaví , neustále se různě popichují , dráždí a shazují , čímž baronův záměr ohrožují . ;N-V;N-V;NN-VB;2
cit;N-V;1;Ačkoli mám ve svém životě hrstku skvělých fakanů , vůči kterým mateřské ;city chovám ;. ;N-V;N-V;NN-VB;2
cit;N-V;1;Třeba se mě snaží jen uklidnit a žádné romantické ;city ke mně nechová ;. ;N-R-P-V;N-RV-PP-V;NN-RV-PP-VB;4
cit;N-V;3;A myslím si , že je - li v manželství taková rovnováha , začne se dařit i lásce , protože , jak jsem již dříve uvedl , jde o ;cit , který chováme ;k někomu , kdo uspokojuje naše potřeby a nejskrytější přání . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;1;Uvědomila jsem si , jaké silné ;city k němu chová ;, vždyť ho vychovávala jako svého vlastního , jako své dítě , měla ho v péči , kromě prvních několika měsíců po narození , celý jeho život . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;3;2 . Slunce odstupu Vaši osobnost charakterizují dvě věci : Na jedné straně jistá rezervovanost a odstup , který si držíte vůči cizím lidem , na druhé straně hluboké ;city , které chováte ;ke svým blízkým . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;1;Líbilo se mu pomyšlení , že k němu nějaké ;city chová ;, i když jsou nestálé . ;N-V;N-V;NN-VB;2
cit;N-V;3;Pokud jde o něj , co má ten divoký a rozhněvaný ;cit , který chová ;k matce , společného s extatickým blouzněním na plátně ? ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;3;Potom si uvědomila , že Max sleduje pohledy , jež vrhá na Geralda , a že toto jeho pozorování mu jistě odhalilo ;city , jež ona k Geraldovi chová ;. ;N-Z-P-P-R-N-V;N-Z:-PJ-PP-RR-NN-V;NN-Z:-PJ-PP-RR-NN-VB;7
cit;N-V;1;Samozřejmě , že hledat v tom , jaké ;city kdo ke komu chová ;, nějaký řád , nebo dokonce spravedlnost , je nesmysl . ;N-P-R-P-V;N-PK-RV-PK-V;NN-PK-RV-PK-VB;5
cit;N-V;3;Když všechny její snahy selhaly a přivést muže k rozumu se jí nepodařilo , pohrozila , že v sobě nadobro zadusí veškeré ;city , které k nim oběma snad ještě chová ;, jakkoli nepatrné v té době následkem jejich oboustranné idiocie byly . ;N-Z-P-R-P-C-T-D-V;N-Z:-P4-RR-P5-Cl-TT-Db-V;NN-Z:-P4-RR-P5-Cl-TT-Db-VB;9
cit;N-V;1;„ A bratrské ;city já k tobě rozhodně nechovám ;, miláčku ! “ ;N-P-R-P-T-V;N-PP-RR-PP-TT-V;NN-PP-RR-PP-TT-VB;6
cit;N-V;1;Píšete , že jste spolu již rok , což je doba dost dlouhá na to , abyste věděl , jaké ;city k vám partnerka chová ;. ;N-R-P-N-V;N-RR-PP-NN-V;NN-RR-PP-NN-VB;5
cit;N-V;1;Jenomže pořád ještě si nemohla být jistá , jaké ;city chová ;k Sáře . ;N-V;N-V;NN-VB;2
cit;N-V;1;Věděl jsem , jak nerad odchází , jaký vřelý ;cit chová ;ke mně i k místu , které mu bylo většinu života domovem . ;N-V;N-V;NN-VB;2
cit;N-V;3;Barbara vysvětlila , že Richarda nemiluje a veškeré něžné ;city , které k němu snad někdy chovala ;, už dávno pominuly , ale byl to otec jejích dětí a chtěla se ujistit , že lékaři pro něj dělají to nejlepší . ;N-Z-P-R-P-T-D-V;N-Z:-P4-RR-P5-TT-Db-V;NN-Z:-P4-RR-P5-TT-Db-Vp;8
cit;N-V;1;A mateřské ;city k ní chová ;i nyní , přestože s Jamesem se rozvedla už před třemi lety . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;1;To milé dítě zřejmě vůbec netušilo , jaké ;city k němu chovám ;. ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;1;O tom , jaké ;city choval ;ve chvíli smrti ke své domovině , svědčí jeho závěť : obsahuje mimo jiné zákaz nových inscenací jeho her v Rakousku . ;N-V;N-V;NN-Vp;2
cit;N-V;1;Všechna rozhodnutí o koupi jsou citová , protože všichni lidé mají ;city a chovají ;se podle nich ve všem , co dělají nebo říkají . ;N-J-V;N-J^-V;NN-J^-VB;3
cit;N-V;1;Žádný smutek po naší lásce , jen jsem nechápala , že jsem k němu vůbec nějaké ;city chovala ;. ;N-V;N-V;NN-Vp;2
cit;N-V;3;""" Jaké ";city byste chtěl , aby ke mně chovala ;? ;N-V-V-Z-J-R-P-V;N-Vc-Vp-Z:-J,-RV-PP-V;NN-Vc-Vp-Z:-J,-RV-PP-Vp;8
cit;N-V;1;Nevraživé ;city jsem chovala ;v posledních letech k toiletce s velkým zrcadlem . ;N-V-V;N-VB-V;NN-VB-Vp;3
cit;N-V;1;Škoda jen , že takové ;city nikdy nechovala ;vůči vlastním dětem . ;N-D-V;N-Db-V;NN-Db-Vp;3
cit;N-V;3;Má velkou duši , “ popsal ;city , které k ní chová ;, její současný životní partner , výtvarný umělec Georg Jirasek Theusing . ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
cit;N-V;1;„ Ale přesto jste si jistá , že on k vám žádné ;city nechová ;, je to tak ? “ ;N-V;N-V;NN-VB;2
cit;N-V;1;Tak se přesvědčíme , jaké ;city k ní chováte ;". "" ";N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;3;Z některých odpovědí Jana Pavla II . lze podle BBC usuzovat na silné ;city , které žena k Wojtylovi chovala ;. ;N-Z-P-N-R-N-V;N-Z:-P4-NN-RR-NN-V;NN-Z:-P4-NN-RR-NN-Vp;7
cit;N-V;1;Z vyjádření , které poskytl Blesku , je jasně patrné , že k Töpferovi vřelé ;city zrovna nechová ;. ;N-D-V;N-Db-V;NN-Db-VB;3
cit;N-V;1;Žádné zvláštní ;city ke Styronovi nechoval ;, ale ten , kdo Dela zabil , na tom byl v jeho očích mnohem hůř - a navíc ho strašně zajímalo , proč to udělal . ;N-R-N-V;N-RV-NN-V;NN-RV-NN-Vp;4
cit;N-V;1;Zdánlivě nenarušitelné pouto je znejistěno pochybnostmi – jaké ;city k sobě opravdu chovají ;? ;N-R-P-T-V;N-RR-P6-TT-V;NN-RR-P6-TT-VB;5
cit;N-V;1;Potom , co Oregonskej deník otiskl „ Veřejnou omluvu čtenářům “ , plnou bohorovnejch prohlášení o tom , jak jsem „ jednal zlovolně a unáhleně “ , jak jsem „ porušil posvátnou důvěru mezi deníkem a jeho čtenáři “ , jsem doufal , že Tanya aspoň pochopí , jak hluboký ;city k ní chovám ;. ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;3;Jak tam stála uprostřed parkoviště a Adamovy neobratné výmluvy ji míjely , začala si uvědomovat , že hněv a zklamání , které roky potlačovala , v jejím nitru stále jsou spolu s bezednou studnicí čehosi , v čem – jakmile spálila poslední ;city , které k Adamovi ještě chovala ;– rozpoznala ambici , volání osudu . ;N-Z-P-R-N-D-V;N-Z:-P4-RR-NN-Db-V;NN-Z:-P4-RR-NN-Db-Vp;7
cit;N-V;1;Neshodly se zatím ani na tom , zda se za otce svého třetího potomka , bývalého bodyguarda Jeana - Raymonda Gottlieba , skutečně v tichosti provdala , či nikoli , nejsou zajedno ani v tom , jaké ;city k sobě ti dva chovají ;nyní , a už jim Stefanie poskytla další důvod k debatám . ;N-R-P-P-C-V;N-RR-P6-PD-Cl-V;NN-RR-P6-PD-Cl-VB;6
cit;N-V;1;Květinou , přáním , pohlazením či polibkem dáváme všem našim blízkým na srozuměnou , jak hluboké ;city k nim chováme ;a co pro nás znamenají . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;1;Dokonce i její dcerka , třináctileté děvčátko , nevinnější než nevinnost sama , všimla si až příliš dobře , jaké ;city ke mně její matka chová ;. ;N-R-P-P-N-V;N-RV-PP-PS-NN-V;NN-RV-PP-PS-NN-VB;6
cit;N-V;3;To obojí je třeba vědět , máme - li pochopit z nejhlubších věků vyvěrající vztahy a ;city , které chovají ;Srbové ke kosovskému regionu . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
cit;N-V;3;""" Já vím , že ti to připadá nepochopitelné , "" pokračoval Antil , "" ale pro mne je Venuše rájem , zemí zaslíbenou - ani neumím vyjádřit ";city , které k ní chovám ;". "" ";N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
cit;N-V;1;V jednom z dopisů se mladičká Viktorie svěřuje svému strýci , belgickému králi Leopoldu I . , s tím , jaké ;city chová ;k bratranci princi Albertovi , jehož jí rodina vybrala za manžela . ;N-V;N-V;NN-VB;2
cit;N-V;1;Robbie jí už dávno vysvětlil , že k ní žádné romantické ;city nechová ;. ;N-V;N-V;NN-VB;2
cit;N-V;3;Jakmile zjistí , že má něco společného s Whitworthovými , udusí v sobě jakýkoli cit , který k ní snad chová , stejně jako udusil veškeré ;city , jež choval ;ke své matce . ;N-Z-P-V;N-Z:-PJ-V;NN-Z:-PJ-Vp;4
cit;N-V;3;A taky nedokázala hodit za hlavu všechny ty ;city , které chovala ;k Lachlanovi , a vstoupit do manželství s jiným mužem , i když by si tím zajistila budoucnost . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;Pokud si řidič myslel , že Sandusky se provinilo hrubou nadbytečností , bylo by hrubě nadbytečné líčit , jaké ;city choval ;k Jolietu . ;N-V;N-V;NN-Vp;2
cit;N-V;1;Bylo to venku , řekli jsme si , jaké ;city k sobě chováme ;. ;N-R-P-V;N-RR-P6-V;NN-RR-P6-VB;4
cit;N-V;3;Je však zvláštní nacházet v jeho dopisech jeho prózu a vidět zjevně opravdové ;city , které choval ;k Athénám - a pak to srovnávat s konvenčním postupem , který zvolil ve verších . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;Do toho Anne stále volá její expřítel , který je do ní pořád zamilovaný , a platonické ;city vůči ní chovají ;i jiní . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-VB;4
cit;N-V;1;Silný , takřka wertherovský ;cit Škvorecký v té době choval ;k sebevědomé kamarádce Marii Štichové . ;N-N-R-P-N-V;N-NN-RR-PD-NN-V;NN-NN-RR-PD-NN-Vp;6
cit;N-V;1;Jenže mu k 31 . 12 . 1992 skončila smlouva s federálním svazem a slovenský , do jehož kompetence spadá organizační zajištění ' Norska ' , ke Kuťkovi zrovna mateřské ;city nechová ;. ;N-V;N-V;NN-VB;2
cit;N-V;1;Mluví se o tom , že ;city k ní chovali ;prezident Bill Clinton i John Fitzgerald Kennedy mladší , syn bývalého amerického prezidenta a Jackie Kennedy . ;N-R-P-V;N-RR-P5-V;NN-RR-P5-Vp;4
cit;N-V;3;Vrba - Pramen její energie míří rovnou k srdci , ale pozor , násobí právě ty ;city , které v něm momentálně chováme ;. ;N-Z-P-R-P-D-V;N-Z:-P4-RR-P5-Dg-V;NN-Z:-P4-RR-P5-Dg-VB;7
cit;N-V;1;A je těžké , když prožívám silné ;city , napadají mne věci , chovám ;"se nějak a "" moji náhradní rodiče "" tomu nerozumějí a nevědí , co si s tím počít . ";N-Z-V-P-N-Z-V;N-Z:-VB-PP-NN-Z:-V;NN-Z:-VB-PP-NN-Z:-VB;7
cit;N-V;3;Brouk nám ho nejspíš zabije , jestli si na něj pan Penricarde opravdu sedne , a v každém případě v něm zabije všechen něžný ;cit , který snad chová ;k někomu z naší rodiny . ;N-Z-P-T-V;N-Z:-P4-TT-V;NN-Z:-P4-TT-VB;5
cit;N-V;1;Žádný ;cit jsem k němu však nechovala ;, kromě přátelství . ;N-V-R-P-J-V;N-VB-RR-P5-J^-V;NN-VB-RR-P5-J^-Vp;6
cit;N-V;1;""" Ale třeba románová Marie vůbec netušila , jaké ";city k ní spisovatel choval ;", "" dodává . ";N-R-P-N-V;N-RR-P5-NN-V;NN-RR-P5-NN-Vp;5
cit;N-V;1;Překvapilo mě to , netušila jsem , jak hluboké ;city ke mně chová ;. ;N-R-P-V;N-RV-PP-V;NN-RV-PP-VB;4
cit;N-V;1;Ve skutečnosti však ke své herecké partnerce žádné zvláštní ;city nechoval ;, což mu ale nikdo nechtěl věřit . ;N-V;N-V;NN-Vp;2
cit;N-V;1;Láskyplné ;city chová ;už jen k dceři Lindě . ;N-V;N-V;NN-VB;2
cit;N-V;1;Zdánlivě nenarušitelné pouto je znejistěno pochybnostmi – jaké ;city k sobě opravdu chovají ;? ;N-R-P-T-V;N-RR-P6-TT-V;NN-RR-P6-TT-VB;5
cit;N-V;3;Různorodá a vybraná klientela vracela Emanuelu Ungarovi věrně ;cit , který choval ;k tradiční krejčovině jako jeden z jejích posledních představitelů . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-Vp;4
cit;N-V;1;Helga se naopak zamiluje do Trhana , který k ní však žádné ;city nechová ;. ;N-V;N-V;NN-VB;2
cit;N-V;1;Ale žádné extra ;city nechovám ;, nejsem Karlovarák . ;N-V;N-V;NN-VB;2
cit;N-V;1;Naopak chybět bude - rovněž tradičně - většina středo - a východoevropských kinematografií , k nimž canneský festival vřelé ;city rozhodně nechová ;. ;N-T-V;N-TT-V;NN-TT-VB;3
cit;N-V;1;Protože jestli jsem k vám zmíněné ;city chovala ;v dětství , s konečnou platností pominuly . ;N-V;N-V;NN-Vp;2
cit;N-V;3;Oceňovaly jeho osobnost - a snad i skutečný ;cit , který k nim Jiří Hrzán choval ;. ;N-Z-P-R-P-N-N-V;N-Z:-P4-RR-P5-NN-NN-V;NN-Z:-P4-RR-P5-NN-NN-Vp;8
cit;N-V;1;Společné nemají jen ;city , které k sobě chovají ;, ale i lásku k luxusu . ;N-Z-P-R-P-V;N-Z:-P4-RR-P6-V;NN-Z:-P4-RR-P6-VB;6
cit;N-V;1;Harry Potter změní jeho život k nepoznání , jaký ;cit k němu díky tomu bude Daniel chovat ;, je otevřenou otázkou . ;N-R-P-R-P-V-N-V;N-RR-P5-RR-PD-VB-NN-V;NN-RR-P5-RR-PD-VB-NN-Vf;8
cit;N-V;1;Resentiment vůči Havlovi je plodem zhrzené lásky , a to i u těch , kteří k němu tento ;cit nikdy nechovali ;– těmi zase cloumala žárlivost či trapnost , když museli pozorovat , jak se do něj zamilovává velká část národa . ;N-D-V;N-Db-V;NN-Db-Vp;3
cit;N-V;3;V čase jejího mládí taková služba obnášela potlačit ;city , které třeba chovala ;, v moderní době se po ní chce opak : projev citů , jež nechová . ;N-Z-P-T-V;N-Z:-P4-TT-V;NN-Z:-P4-TT-Vp;5
cit;N-V;1;Ty nejněžnější ;city totiž chová ;k dlouholetému příteli , herci Lukasi Haasovi . ;N-T-V;N-TT-V;NN-TT-VB;3
cit;N-V;3;Je dobré vyjádřit svůj nesouhlasný postoj ( ale zároveň i pozitivní ;city , které k dítěti chováte ;) k tomuto jednání a společně s ním prodiskutovat možná rizika jeho chování . ;N-Z-P-R-N-V;N-Z:-P4-RR-NN-V;NN-Z:-P4-RR-NN-VB;6
